paper_id,title,topic,citations,year,cluster,arxiv_id
501,FastMPS: Revisit Data Parallel in Large-scale Matrix Product State Sampling,Topic 3,10,2025,3,2512.20064v1
502,PairFlow: Closed-Form Source-Target Coupling for Few-Step Generation in Discrete Flow Models,Topic 3,10,2025,3,2512.20063v1
503,On the Effectiveness of Instruction-Tuning Local LLMs for Identifying Software Vulnerabilities,,10,2025,17,2512.20062v1
504,Scaling Reinforcement Learning for Content Moderation with Large Language Models,Topic 1,10,2025,1,2512.20061v1
505,DS-HGCN: A Dual-Stream Hypergraph Convolutional Network for Predicting Student Engagement via Social Contagion,Topic 2,10,2025,2,2512.20059v1
506,Deep Eigenspace Network and Its Application to Parametric Non-selfadjoint Eigenvalue Problems,,10,2025,10,2512.20058v1
507,Towards Generative Location Awareness for Disaster Response: A Probabilistic Cross-view Geolocalization Approach,Topic 2,10,2025,2,2512.20056v1
508,An Optimal Policy for Learning Controllable Dynamics by Exploration,Topic 1,10,2025,1,2512.20053v1
509,Learning Skills from Action-Free Videos,,10,2025,16,2512.20052v1
510,Self-motion as a structural prior for coherent and robust formation of cognitive maps,Topic 4,10,2025,4,2512.20044v1
511,Discovering Lie Groups with Flow Matching,Topic 3,10,2025,3,2512.20043v1
512,Beyond Vision: Contextually Enriched Image Captioning with Multi-Modal Retrieva,,11,2025,13,2512.20042v1
513,Optimal Anytime-Valid Tests for Composite Nulls,,12,2025,14,2512.20039v1
514,VSA:Visual-Structural Alignment for UI-to-Code,,13,2025,12,2512.20034v1
515,FlashLips: 100-FPS Mask-Free Latent Lip-Sync using Reconstruction Instead of Diffusion or GANs,,14,2025,11,2512.20033v1
516,VALLR-Pin: Dual-Decoding Visual Speech Recognition for Mandarin with Pinyin-Guided LLM Refinement,,15,2025,5,2512.20032v1
517,$\text{H}^2$em: Learning Hierarchical Hyperbolic Embeddings for Compositional Zero-Shot Learning,Topic 2,16,2025,2,2512.20029v1
518,DecoKAN: Interpretable Decomposition for Forecasting Cryptocurrency Market Dynamics,Topic 2,17,2025,2,2512.20028v1
519,MAPI-GNN: Multi-Activation Plane Interaction Graph Neural Network for Multimodal Medical Diagnosis,,18,2025,8,2512.20026v1
520,A Contextual Analysis of Driver-Facing and Dual-View Video Inputs for Distraction Detection in Naturalistic Driving Environments,,19,2025,9,2512.20025v1
521,All-optical 3-input OR and 2-input AND/NIMPLY logic gates in a linear planar three-core optical fiber coupler,,20,2025,14,2512.20024v1
522,LLM-Assisted Abstract Screening with OLIVER: Evaluating Calibration and Single-Model vs. Actor-Critic Configurations in Literature Reviews,,21,2025,5,2512.20022v1
523,Gaussian Process Assisted Meta-learning for Image Classification and Object Detection Models,Topic 3,22,2025,3,2512.20021v1
524,A hybrid global local computational framework for ship hull structural analysis using homogenized model and graph neural network,,23,2025,8,2512.20020v1
525,Scaling Point-based Differentiable Rendering for Large-scale Reconstruction,,24,2025,10,2512.20017v1
526,HeylandCircle: A Computational Framework for the Geometric Reconstruction of the Heyland Circle Diagram,,25,2025,14,2512.20015v1
527,Bring My Cup! Personalizing Vision-Language-Action Models with Visual Attentive Prompting,,26,2025,12,2512.20014v1
528,SegEarth-R2: Towards Comprehensive Language-guided Segmentation for Remote Sensing Images,,27,2025,12,2512.20013v1
529,Reliable LLM-Based Edge-Cloud-Expert Cascades for Telecom Knowledge Systems,,28,2025,5,2512.20012v1
530,PaveSync: A Unified and Comprehensive Dataset for Pavement Distress Analysis and Classification,,29,2025,9,2512.20011v1
531,Semiparametric KSD test: unifying score and distance-based approaches for goodness-of-fit testing,,30,2025,14,2512.20007v1
532,Orthogonal Activation with Implicit Group-Aware Bias Learning for Class Imbalance,Topic 3,31,2025,3,2512.20006v1
533,IoT-based Android Malware Detection Using Graph Neural Network With Adversarial Defense,,32,2025,8,2512.20004v1
534,Control Variate Score Matching for Diffusion Models,,33,2025,11,2512.20003v1
535,LoFT-LLM: Low-Frequency Time-Series Forecasting with Large Language Models,,34,2025,5,2512.20002v1
536,Few-Shot-Based Modular Image-to-Video Adapter for Diffusion Models,Topic 4,35,2025,4,2512.20000v1
537,Stories That Teach: Eastern Wisdom for Human-AI Creative Partnerships,,36,2025,18,2512.19999v1
538,BacAlarm: Mining and Simulating Composite API Traffic to Prevent Broken Access Control Violations,,37,2025,9,2512.19997v1
539,Schoenfeld's Anatomy of Mathematical Reasoning by Language Models,,38,2025,15,2512.19995v1
540,S$^3$IT: A Benchmark for Spatially Situated Social Intelligence Test,Topic 0,39,2025,0,2512.19992v1
541,Bloom Filter Encoding for Machine Learning,,40,2025,10,2512.19991v1
542,A Dual-Branch Local-Global Framework for Cross-Resolution Land Cover Mapping,Topic 2,41,2025,2,2512.19990v1
543,A Novel CNN Gradient Boosting Ensemble for Guava Disease Detection,,42,2025,9,2512.19989v1
544,Covariance-Aware Simplex Projection for Cardinality-Constrained Portfolio Optimization,,43,2025,14,2512.19986v1
545,IGDMRec: Behavior Conditioned Item Graph Diffusion for Multimodal Recommendation,,44,2025,8,2512.19983v1
546,WSD-MIL: Window Scale Decay Multiple Instance Learning for Whole Slide Image Classification,Topic 2,45,2025,2,2512.19982v1
547,"Neuron-Guided Interpretation of Code LLMs: Where, Why, and How?",,46,2025,17,2512.19980v1
548,Regression of Functions by Quantum Neural Networks Circuits,,47,2025,7,2512.19978v1
549,Prediction Air Temperature in Geothermal Heat Exchangers Using Pseudorandom Numbers: The New DARL Model,Topic 3,48,2025,3,2512.19976v1
550,"Rethinking Knowledge Distillation in Collaborative Machine Learning: Memory, Knowledge, and Their Interactions",Topic 0,49,2025,0,2512.19972v1
551,Spatio-Temporal Graph Neural Networks for Dairy Farm Sustainability Forecasting and Counterfactual Policy Analysis,,10,2025,8,2512.19970v1
552,Fast Deterministically Safe Proof-of-Work Consensus,,10,2025,14,2512.19968v1
553,VNF-Cache: An In-Network Key-Value Store Cache Based on Network Function Virtualization,,10,2025,10,2512.19964v1
554,FGDCC: Fine-Grained Deep Cluster Categorization -- A Framework for Intra-Class Variability Problems in Plant Classification,Topic 2,10,2025,2,2512.19960v1
555,A Comprehensive Guide to Mesh Simplification using Edge Collapse,,10,2025,14,2512.19959v1
556,Towards Analysing Invoices and Receipts with Amazon Textract,Topic 3,10,2025,3,2512.19958v1
557,Zero-Shot Segmentation through Prototype-Guidance for Multi-Label Plant Species Identification,Topic 3,10,2025,3,2512.19957v1
558,HistoWAS: A Pathomics Framework for Large-Scale Feature-Wide Association Studies of Tissue Topology and Patient Outcomes,Topic 2,10,2025,2,2512.19954v1
559,Efficient Mod Approximation and Its Applications to CKKS Ciphertexts,,10,2025,14,2512.19951v1
560,Bias Beneath the Tone: Empirical Characterisation of Tone Bias in LLM-Driven UX Systems,,10,2025,5,2512.19950v1
561,How Much 3D Do Video Foundation Models Encode?,,10,2025,6,2512.19949v1
562,Community Notes: Crowd Participation and Dependence on Professional Fact-Checking Across Languages,,11,2025,14,2512.19947v1
563,Energy-Efficient Multi-LLM Reasoning for Binary-Free Zero-Day Detection in IoT Firmware,,12,2025,15,2512.19945v1
564,SE360: Semantic Edit in 360$^\circ$ Panoramas via Hierarchical Data Construction,Topic 3,13,2025,3,2512.19943v1
565,Block-Recurrent Dynamics in Vision Transformers,,14,2025,14,2512.19941v1
566,Interpolative Decoding: Exploring the Spectrum of Personality Traits in LLMs,,15,2025,17,2512.19937v1
567,GIMLET: Generalizable and Interpretable Model Learning through Embedded Thermodynamics,,16,2025,10,2512.19936v1
568,Conditional Adversarial Fragility in Financial Machine Learning under Macroeconomic Stress,Topic 2,17,2025,2,2512.19935v1
569,Vehicle-centric Perception via Multimodal Structured Pre-training,,18,2025,13,2512.19934v1
570,PRISM: A Personality-Driven Multi-Agent Framework for Social Media Simulation,Topic 0,19,2025,0,2512.19933v1
571,Unified Brain Surface and Volume Registration,Topic 2,20,2025,2,2512.19928v1
572,The Seismic Wavefield Common Task Framework,Topic 3,21,2025,3,2512.19927v1
573,Developers' Experience with Generative AI -- First Insights from an Empirical Mixed-Methods Field Study,,22,2025,18,2512.19926v1
574,Mitigating LLM Hallucination via Behaviorally Calibrated Reinforcement Learning,,23,2025,5,2512.19920v1
575,Widget2Code: From Visual Widgets to UI Code via Multimodal LLMs,,24,2025,17,2512.19918v1
576,A Time-efficient Prioritised Scheduling Algorithm to Optimise Initial Flock Formation of Drones,,25,2025,14,2512.19914v1
577,Quasiprobabilistic Density Ratio Estimation with a Reverse Engineered Classification Loss Function,,26,2025,14,2512.19913v1
578,Solving strategies for data-driven one-dimensional elasticity exhibiting nonlinear strains,,27,2025,14,2512.19912v1
579,Modeling Non-Ergodic Path Effects Using Conditional Generative Model for Fourier Amplitude Spectra,,28,2025,14,2512.19909v1
580,Counterfactual LLM-based Framework for Measuring Rhetorical Style,,29,2025,5,2512.19908v1
581,Mechanism-Based Intelligence (MBI): Differentiable Incentives for Rational Coordination and Guaranteed Alignment in Multi-Agent Systems,Topic 0,30,2025,0,2512.20688v1
582,Demystifying LLM-as-a-Judge: Analytically Tractable Model for Inference-Time Scaling,,31,2025,14,2512.19905v1
583,How well do Large Language Models Recognize Instructional Moves? Establishing Baselines for Foundation Models in Educational Discourse,,32,2025,5,2512.19903v1
584,Detecting cyberbullying in Spanish texts through deep learning techniques,,33,2025,10,2512.19899v1
585,"Free-Will vs Free-Wheel: Understanding Community Accessibility Requirements of Wheelchair Users through Interviews, Participatory Action, and Modeling",,34,2025,14,2512.19898v1
586,Efficient Learning of Lattice Gauge Theories with Fermions,,35,2025,14,2512.19891v1
587,Visualizing a Collective Student Model for Procedural Training Environments,,36,2025,6,2512.19885v1
588,Larger Is Not Always Better: Leveraging Structured Code Diffs for Comment Inconsistency Detection,,37,2025,17,2512.19883v2
589,A Branch-and-Price Algorithm for Fast and Equitable Last-Mile Relief Aid Distribution,,38,2025,14,2512.19882v1
590,Fine-Tuned In-Context Learners for Efficient Adaptation,Topic 3,39,2025,3,2512.19879v1
591,HyGE-Occ: Hybrid View-Transformation with 3D Gaussian and Edge Priors for 3D Panoptic Occupancy Prediction,,40,2025,6,2512.19871v1
592,"CS-Guide: Leveraging LLMs and Student Reflections to Provide Frequent, Scalable Academic Monitoring Feedback to Computer Science Students",,41,2025,17,2512.19866v1
593,HARMON-E: Hierarchical Agentic Reasoning for Multimodal Oncology Notes to Extract Structured Data,Topic 0,42,2025,0,2512.19864v1
594,Gaussian Variational Inference with Non-Gaussian Factors for State Estimation: A UWB Localization Case Study,,43,2025,14,2512.19855v1
595,An Adaptive Distributed Stencil Abstraction for GPUs,Topic 2,44,2025,2,2512.19851v1
596,RANSAC Scoring Functions: Analysis and Reality Check,,45,2025,14,2512.19850v1
597,UCCL-EP: Portable Expert-Parallel Communication,,46,2025,10,2512.19849v1
598,A Class of Axis-Angle Attitude Control Laws for Rotational Systems,,47,2025,14,2512.19846v1
599,Holoscope: Open and Lightweight Distributed Telescope & Honeypot Platform,,48,2025,10,2512.19842v1
600,A Multi-Agent Retrieval-Augmented Framework for Work-in-Progress Predictio,Topic 0,49,2025,0,2512.19841v1
601,Towards a point-to-point CV-QKD system: Implementation challenges and perspectives,,10,2025,7,2512.19834v1
602,How Tech Workers Contend with Hazards of Humanlikeness in Generative AI,,10,2025,18,2512.19832v1
603,Learning to Refocus with Video Diffusion Models,,10,2025,16,2512.19823v2
604,PHOTON: Hierarchical Autoregressive Modeling for Lightspeed and Memory-Efficient Language Generation,Topic 2,10,2025,2,2512.20687v1
605,Fundamentals of quantum Boltzmann machine learning with visible and hidden units,,10,2025,7,2512.19819v1
606,"Generating the Past, Present and Future from a Motion-Blurred Image",Topic 4,10,2025,4,2512.19817v1
607,Predicting Student Actions in a Procedural Training Environment,Topic 3,10,2025,3,2512.19810v1
608,Guardrailed Uplift Targeting: A Causal Optimization Playbook for Marketing Strategy,,10,2025,14,2512.19805v1
609,Reduced Order Modeling for Tsunami Forecasting with Bayesian Hierarchical Pooling,Topic 2,10,2025,2,2512.19804v1
610,PhysMaster: Building an Autonomous AI Physicist for Theoretical and Computational Physics Research,Topic 0,10,2025,0,2512.19799v1
611,The Prism Hypothesis: Harmonizing Semantic and Pixel Representations via Unified Autoencoding,Topic 2,10,2025,2,2512.19693v1
612,Interact2Ar: Full-Body Human-Human Interaction Generation via Autoregressive Diffusion Models,Topic 4,11,2025,4,2512.19692v1
613,Scalably Enhancing the Clinical Validity of a Task Benchmark with Physician Oversight,Topic 1,12,2025,1,2512.19691v1
614,Pushing the Frontier of Audiovisual Perception with Large-Scale Multimodal Correspondence Learning,,13,2025,16,2512.19687v1
615,Visual-Aware CoT: Achieving High-Fidelity Visual Consistency in Unified Models,,14,2025,12,2512.19686v1
616,Zero-shot Reconstruction of In-Scene Object Manipulation from Video,,15,2025,16,2512.19684v1
617,From Indoor to Open World: Revealing the Spatial Reasoning Gap in MLLMs,,16,2025,15,2512.19683v1
618,GenEnv: Difficulty-Aligned Co-Evolution Between LLM Agents and Environment Simulators,Topic 0,17,2025,0,2512.19682v2
619,VA-$π$: Variational Policy Alignment for Pixel-Aware Autoregressive Generation,,18,2025,12,2512.19680v1
620,WorldWarp: Propagating 3D Geometry with Asynchronous Video Diffusion,,19,2025,6,2512.19678v1
621,"Detecting Coordinated Activities Through Temporal, Multiplex, and Collaborative Analysis",,20,2025,9,2512.19677v1
622,Efficient Vision Mamba for MRI Super-Resolution via Hybrid Selective Scanning,Topic 2,21,2025,2,2512.19676v1
623,Multimodal LLMs for Historical Dataset Construction from Archival Image Scans: German Patents (1877-1918),,22,2025,13,2512.19675v1
624,Bottom-up Policy Optimization: Your Language Model Policy Secretly Contains Internal Policies,Topic 1,23,2025,1,2512.19673v1
625,CORE: Compensable Reward as a Catalyst for Improving Offline RL in Wireless Networks,Topic 3,24,2025,3,2512.19671v1
626,Beyond CLIP: Knowledge-Enhanced Multimodal Transformers for Cross-Modal Alignment in Diabetic Retinopathy Diagnosis,,25,2025,13,2512.19663v1
627,Over++: Generative Video Compositing for Layer Interaction Effects,,26,2025,16,2512.19661v1
628,Clustering with Label Consistency,,27,2025,14,2512.19654v1
629,Exploring Zero-Shot ACSA with Unified Meaning Representation in Chain-of-Thought Prompting,Topic 3,28,2025,3,2512.19651v1
630,Deep Legendre Transform,,29,2025,10,2512.19649v1
631,4D Gaussian Splatting as a Learned Dynamical System,Topic 4,30,2025,4,2512.19648v1
632,"More code, less validation: Risk factors for over-reliance on AI coding tools among scientists",,31,2025,17,2512.19644v1
633,The Best of Both Worlds: Hybridizing Neural Operators and Solvers for Stable Long-Horizon Inference,Topic 2,32,2025,2,2512.19643v1
634,Validation of Quantum Computing for Transition Metal Oxide-based Automotive Catalysis,,33,2025,7,2512.19778v2
635,"Generative diffusion models for agricultural AI: plant image generation, indoor-to-outdoor translation, and expert preference alignment",,34,2025,11,2512.19632v1
636,Diacritic Restoration for Low-Resource Indigenous Languages: Case Study with Bribri and Cook Islands Māori,Topic 3,35,2025,3,2512.19630v1
637,LoGoPlanner: Localization Grounded Navigation Policy with Metric-aware Visual Geometry,,36,2025,12,2512.19629v2
638,Exploring the features used for summary evaluation by Human and GPT,,37,2025,17,2512.19620v1
639,MauBERT: Universal Phonetic Inductive Biases for Few-Shot Acoustic Units Discovery,Topic 2,38,2025,2,2512.19612v1
640,MapTrace: Scalable Data Generation for Route Tracing on Maps,,39,2025,15,2512.19609v1
641,RAPID-LLM: Resilience-Aware Performance analysis of Infrastructure for Distributed LLM Training and Inference,,40,2025,5,2512.19606v1
642,KerJEPA: Kernel Discrepancies for Euclidean Self-Supervised Learning,Topic 3,41,2025,3,2512.19605v1
643,No Data? No Problem: Robust Vision-Tabular Learning with Missing Values,Topic 3,42,2025,3,2512.19602v1
644,Increasing the Thinking Budget is Not All You Need,,43,2025,15,2512.19585v1
645,Patlak Parametric Image Estimation from Dynamic PET Using Diffusion Model Prior,,44,2025,11,2512.19584v1
646,Learning Generalizable Hand-Object Tracking from Synthetic Demonstrations,Topic 3,45,2025,3,2512.19583v1
647,Deep Learning for Primordial $B$-mode Extraction,,46,2025,10,2512.19577v1
648,LeLaR: The First In-Orbit Demonstration of an AI-Based Satellite Attitude Controller,,47,2025,18,2512.19576v2
649,The Epistemological Consequences of Large Language Models: Rethinking collective intelligence and institutional knowledge,Topic 0,48,2025,0,2512.19570v1
650,Owning the Intelligence: Global AI Patents Landscape and Europe's Quest for Technological Sovereignty,,49,2025,18,2512.19569v1
651,LIMOncello: Revisited IKFoM on the SGal(3) Manifold for Fast LiDAR-Inertial Odometry,Topic 2,10,2025,2,2512.19567v1
652,Results of the 2024 CommonRoad Motion Planning Competition for Autonomous Vehicles,Topic 4,10,2025,4,2512.19564v1
653,On Network-Aware Semantic Communication and Edge-Cloud Collaborative Intelligence Systems,,10,2025,10,2512.19563v1
654,REALM: A Real-to-Sim Validated Benchmark for Generalization in Robotic Manipulation,,10,2025,12,2512.19562v1
655,BabyFlow: 3D modeling of realistic and expressive infant faces,,10,2025,6,2512.19560v1
656,Augmenting Intelligence: A Hybrid Framework for Scalable and Stable Explanations,,10,2025,18,2512.19557v1
657,CARE What Fails: Contrastive Anchored-REflection for Verifiable Multimodal,,10,2025,15,2512.19554v1
658,Towards Closed-Loop Embodied Empathy Evolution: Probing LLM-Centric Lifelong Empathic Motion Generation in Unseen Scenarios,Topic 4,10,2025,4,2512.19551v1
659,DFORD: Directional Feedback based Online Ordinal Regression Learning,,10,2025,14,2512.19550v1
660,ActAvatar: Temporally-Aware Precise Action Control for Talking Avatars,,10,2025,12,2512.19546v1
661,Algerian Dialect,Topic 3,10,2025,3,2512.19543v1
662,Active Convolved Illumination with Deep Transfer Learning for Complex Beam Transmission through Atmospheric Turbulence,,11,2025,10,2512.19540v1
663,StoryMem: Multi-shot Long Video Storytelling with Memory,,12,2025,16,2512.19539v1
664,Event Extraction in Large Language Model,,13,2025,5,2512.19537v1
665,CASA: Cross-Attention via Self-Attention for Efficient Vision-Language Fusion,,14,2025,13,2512.19535v1
666,SlicerOrbitSurgerySim: An Open-Source Platform for Virtual Registration and Quantitative Comparison of Preformed Orbital Plates,,15,2025,14,2512.19534v1
667,Learning Continuous Solvent Effects from Transient Flow Data: A Graph Neural Network Benchmark on Catechol Rearrangement,,16,2025,8,2512.19530v1
668,Multi-Modal Soccer Scene Analysis with Masked Pre-Training,Topic 2,17,2025,2,2512.19528v1
669,Deep Learning for Unrelated-Machines Scheduling: Handling Variable Dimensions,,18,2025,10,2512.19527v1
670,QuantiPhy: A Quantitative Benchmark Evaluating Physical Reasoning Abilities of Vision-Language Models,,19,2025,12,2512.19526v1
671,"Initialization of a Polyharmonic Cascade, Launch and Testing",,20,2025,10,2512.19524v1
672,A Convolutional Neural Deferred Shader for Physics Based Rendering,,21,2025,10,2512.19522v1
673,Near-optimal streaming approximation for Max-DICUT in sublinear space using two passes,,22,2025,14,2512.19521v1
674,LacaDM: A Latent Causal Diffusion Model for Multiobjective Reinforcement Learning,,23,2025,11,2512.19516v1
675,Negations are powerful even in small depth,,24,2025,14,2512.19515v1
676,Anatomy-R1: Enhancing Anatomy Reasoning in Multimodal Large Language Models via Anatomical Similarity Curriculum and Group Diversity Augmentation,,25,2025,15,2512.19512v2
677,Toward Scalable and Valid Conditional Independence Testing with Spectral Representations,Topic 2,26,2025,2,2512.19510v1
678,Beyond Language Boundaries: Uncovering Programming Language Families for Code Language Models,,27,2025,17,2512.19509v1
679,DK-STN: A Domain Knowledge Embedded Spatio-Temporal Network Model for MJO Forecast,,28,2025,10,2512.19506v1
680,FusionNet: Physics-Aware Representation Learning for Multi-Spectral and Thermal Data via Trainable Signal-Processing Priors,Topic 3,29,2025,3,2512.19504v1
681,Fare Zone Assignment,,30,2025,14,2512.19493v1
682,Kolmogorov-Arnold Graph Neural Networks Applied to Inorganic Nanomaterials Dataset,,31,2025,8,2512.19494v1
683,Learning from sanctioned government suppliers: A machine learning and network science approach to detecting fraud and corruption in Mexico,,32,2025,10,2512.19491v1
684,Rethinking Coupled Tensor Analysis for Hyperspectral Super-Resolution: Recoverable Modeling Under Endmember Variability,Topic 2,33,2025,2,2512.19489v1
685,Lightweight Intrusion Detection in IoT via SHAP-Guided Feature Pruning and Knowledge-Distilled Kronecker Networks,,34,2025,9,2512.19488v1
686,Sequential Apportionment from Stationary Divisor Methods,,35,2025,14,2512.20686v1
687,Dynamic Stream Network for Combinatorial Explosion Problem in Deformable Medical Image Registration,Topic 2,36,2025,2,2512.19486v1
688,Structured Event Representation and Stock Return Predictability,Topic 2,37,2025,2,2512.19484v1
689,A Dataset and Preliminary Study of Using GPT-5 for Code-change Impact Analysis,,38,2025,17,2512.19481v1
690,Emotion-Director: Bridging Affective Shortcut in Emotion-Oriented Image Generation,,39,2025,11,2512.19479v1
691,A Large-Language-Model Framework for Automated Humanitarian Situation Reporting,,40,2025,5,2512.19475v1
692,"Multi-Layer Confidence Scoring for Detection of Out-of-Distribution Samples, Adversarial Attacks, and In-Distribution Misclassifications",Topic 2,41,2025,2,2512.19472v1
693,GLUE: Generative Latent Unification of Expertise-Informed Engineering Models,Topic 3,42,2025,3,2512.19469v1
694,Fully Asynchronous Unsourced Random Access over Fading Channels,,43,2025,9,2512.19468v1
695,Epistemological Fault Lines Between Human and Artificial Intelligence,,44,2025,18,2512.19466v1
696,Diffusion Models in Simulation-Based Inference: A Tutorial Review,,45,2025,11,2512.20685v1
697,An Agentic Framework for Autonomous Materials Computation,,46,2025,17,2512.19458v1
698,Learned Digital Codes for Over-the-Air Computation in Federated Edge Learning,,47,2025,10,2512.19777v1
699,Activations as Features: Probing LLMs for Generalizable Essay Scoring Representations,,48,2025,17,2512.19456v1
700,SiamGPT: Quality-First Fine-Tuning for Stable Thai Text Generation,Topic 3,49,2025,3,2512.19455v2
701,MaP-AVR: A Meta-Action Planner for Agents Leveraging Vision Language Models and Retrieval-Augmented Generation,Topic 0,10,2025,0,2512.19453v1
702,Sign Language Recognition using Parallel Bidirectional Reservoir Computing,Topic 2,10,2025,2,2512.19451v1
703,Sensitivity-Aware Mixed-Precision Quantization for ReRAM-based Computing-in-Memory,Topic 2,10,2025,2,2512.19445v1
704,D2Pruner: Debiased Importance and Structural Diversity for MLLM Token Pruning,Topic 2,10,2025,2,2512.19443v1
705,Real-Time Streamable Generative Speech Restoration with Flow Matching,,10,2025,11,2512.19442v1
706,Binary Kernel Logistic Regression: a sparsity-inducing formulation and a convergent decomposition training algorithm,Topic 3,10,2025,3,2512.19440v1
707,An Inverse Scattering Inspired Fourier Neural Operator for Time-Dependent PDE Learning,,10,2025,10,2512.19439v1
708,MT-Mark: Rethinking Image Watermarking via Mutual-Teacher Collaboration with Adaptive Feature Modulation,Topic 2,10,2025,2,2512.19438v1
709,dMLLM-TTS: Self-Verified and Efficient Test-Time Scaling for Diffusion Multi-Modal Large Language Models,,10,2025,11,2512.19433v1
710,"MobileWorld: Benchmarking Autonomous Mobile Agents in Agent-User Interactive, and MCP-Augmented Environments",Topic 0,10,2025,0,2512.19432v1
711,Attention Is Not What You Need,Topic 2,10,2025,2,2512.19428v1
712,A Computationally Efficient Framework for Overlapping Community Detection in Large Bipartite Graphs,,11,2025,9,2512.19426v1
713,CodeSimpleQA: Scaling Factuality in Code Large Language Models,,12,2025,17,2512.19424v1
714,Non-Contrast CT Esophageal Varices Grading through Clinical Prior-Enhanced Multi-Organ Analysis,,13,2025,14,2512.19415v1
715,From Retrieval to Reasoning: A Framework for Cyber Threat Intelligence NER with Explicit and Adaptive Instructions,,14,2025,13,2512.19414v1
716,Research Program: Theory of Learning in Dynamical Systems,,15,2025,14,2512.19410v1
717,Symplectic Reservoir Representation of Legendre Dynamics,Topic 2,16,2025,2,2512.19409v1
718,Mixed formulation and structure-preserving discretization of Cosserat rod dynamics in a port-Hamiltonian framework,,17,2025,14,2512.19408v1
719,Three Tiers and Thresholds: Incentives in Private Market Investing,Topic 0,18,2025,0,2512.19405v1
720,Real2Edit2Real: Generating Robotic Demonstrations via a 3D Control Interface,,19,2025,6,2512.19402v1
721,Undecidability of theories of semirings with fixed points,,20,2025,14,2512.19401v1
722,Kunnafonidilaw ka Cadeau: an ASR dataset of present-day Bambara,,21,2025,17,2512.19400v1
723,Brain-Grounded Axes for Reading and Steering LLM States,,22,2025,5,2512.19399v1
724,EchoTrail-GUI: Building Actionable Memory for GUI Agents via Critic-Guided Self-Exploration,Topic 0,23,2025,0,2512.19396v1
725,TwinAligner: Visual-Dynamic Alignment Empowers Physics-aware Real2Sim2Real for Robotic Manipulation,,24,2025,12,2512.19390v1
726,Fair Team Contracts,,25,2025,14,2512.19388v1
727,DSTED: Decoupling Temporal Stabilization and Discriminative Enhancement for Surgical Workflow Recognition,Topic 2,26,2025,2,2512.19387v1
728,Real-Time Machine Learning for Embedded Anomaly Detection,,27,2025,9,2512.19383v1
729,OmniMER: Indonesian Multimodal Emotion Recognition via Auxiliary-Enhanced LLM Adaptation,,28,2025,13,2512.19379v1
730,HATS: High-Accuracy Triple-Set Watermarking for Large Language Models,,29,2025,9,2512.19378v1
731,A Critical Assessment of Pattern Comparisons Between POD and Autoencoders in Intraventricular Flows,Topic 2,30,2025,2,2512.19376v1
732,DeepGESI: A Non-Intrusive Objective Evaluation Model for Predicting Speech Intelligibility in Hearing-Impaired Listeners,,31,2025,14,2512.19374v1
733,Cluster-Based Generalized Additive Models Informed by Random Fourier Features,Topic 2,32,2025,2,2512.19373v1
734,Sprecher Networks: A Parameter-Efficient Kolmogorov-Arnold Architecture,,33,2025,10,2512.19367v1
735,Learning General Policies with Policy Gradient Methods,Topic 1,34,2025,1,2512.19366v1
736,Efficient Spike-driven Transformer for High-performance Drone-View Geo-Localization,Topic 2,35,2025,2,2512.19365v1
737,From Points to Coalitions: Hierarchical Contrastive Shapley Values for Prioritizing Data Samples,Topic 3,36,2025,3,2512.19363v1
738,Interpretable Hybrid Deep Q-Learning Framework for IoT-Based Food Spoilage Prediction with Synthetic Data Generation and Hardware Validation,,37,2025,10,2512.19361v1
739,Generative vector search to improve pathology foundation models across multimodal vision-language tasks,,38,2025,13,2512.19360v1
740,First-Order Representation Languages for Goal-Conditioned RL,Topic 1,39,2025,1,2512.19355v1
741,ReasonCD: A Multimodal Reasoning Large Model for Implicit Change-of-Interest Semantic Mining,,40,2025,15,2512.19354v1
742,PENDULUM: A Benchmark for Assessing Sycophancy in Multimodal Large Language Models,,41,2025,13,2512.19350v1
743,VIGOR+: Iterative Confounder Generation and Validation via LLM-CEVAE Feedback Loop,,42,2025,5,2512.19349v1
744,OMP: One-step Meanflow Policy with Directional Alignment,Topic 1,43,2025,1,2512.19347v1
745,Faster Distributed Inference-Only Recommender Systems via Bounded Lag Synchronous Collectives,,44,2025,14,2512.19342v1
746,Enhancing PLS of Indoor IRS-VLC Systems for Colluding and Non-Colluding Eavesdroppers,,45,2025,14,2512.19339v1
747,GANeXt: A Fully ConvNeXt-Enhanced Generative Adversarial Network for MRI- and CBCT-to-CT Synthesis,Topic 3,46,2025,3,2512.19336v1
748,Orthogonal Approximate Message Passing with Optimal Spectral Initializations for Rectangular Spiked Matrix Models,,47,2025,14,2512.19334v1
749,A Logical View of GNN-Style Computation and the Role of Activation Functions,,48,2025,14,2512.19332v1
750,DeltaMIL: Gated Memory Integration for Efficient and Discriminative Whole Slide Image Analysis,Topic 2,49,2025,2,2512.19331v1
751,Stochastic assignment games for Mobility-as-a-Service markets,,10,2025,14,2512.19328v1
752,Extended OpenTT Games Dataset: A table tennis dataset for fine-grained shot type and point outcome,,10,2025,16,2512.19327v1
753,Simulations between Strongly Sublinear MPC and Node-Capacitated Clique,,10,2025,8,2512.19326v1
754,Alternative positional encoding functions for neural transformers,,10,2025,10,2512.19323v1
755,Learning-Assisted Multi-Operator Variable Neighborhood Search for Urban Cable Routing,,10,2025,14,2512.19321v1
